customer_number,use_case_x,registration_month,kyc_status,spend_volume,spend_transaction_count,use_case_y,num_use_case
10012933,Bills Payment,Jun 2020,1,3430,2,"['PAYMAYA SHOP', 'Bills Payment']",2
1001294,Bills Payment,Jun 2020,1,2323,3,['Bills Payment'],1
10012982,P2P - Consumer to Negosyo Sending,Apr 2021,1,9600,2,['P2P - Consumer to Negosyo Sending'],1
10012983,Online Purchase,Feb 2019,1,800,1,['Online Purchase'],1
10012990,Bills Payment,Aug 2020,0,110,1,"['Bills Payment', 'PAYMAYA SHOP']",2
10012990,PAYMAYA SHOP,Aug 2020,0,10109,168,"['Bills Payment', 'PAYMAYA SHOP']",2
10013002,PAYMAYA SHOP,May 2021,0,20,2,['PAYMAYA SHOP'],1
10013033,Online Purchase,Jan 2021,1,1295.74,4,['Online Purchase'],1
10013034,PAYMAYA SHOP,Jul 2021,1,25,2,['PAYMAYA SHOP'],1
1001307,Bills Payment,Oct 2020,1,3318,2,['Bills Payment'],1
10013083,Bills Payment,Mar 2017,1,11076,2,"['Bills Payment', 'Pay with PayMaya', 'Instapay Sending', 'PAYMAYA SHOP']",4
10013083,Pay with PayMaya,Mar 2017,1,965,2,"['Bills Payment', 'Pay with PayMaya', 'Instapay Sending', 'PAYMAYA SHOP']",4
10013083,Instapay Sending,Mar 2017,1,1340,2,"['Bills Payment', 'Pay with PayMaya', 'Instapay Sending', 'PAYMAYA SHOP']",4
10013083,PAYMAYA SHOP,Mar 2017,1,1680,22,"['Bills Payment', 'Pay with PayMaya', 'Instapay Sending', 'PAYMAYA SHOP']",4
10013137,Bills Payment,Mar 2018,1,8633,5,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10013137,PAYMAYA SHOP,Mar 2018,1,150,3,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10013137,Pay with PayMaya,Mar 2018,1,49,1,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10013140,PAYMAYA SHOP,Jan 2021,1,260,12,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending']",3
10013140,Online Purchase,Jan 2021,1,6724,19,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending']",3
10013140,P2P Sending,Jan 2021,1,150,2,"['PAYMAYA SHOP', 'Online Purchase', 'P2P Sending']",3
10013169,PAYMAYA SHOP,Mar 2020,0,400,3,"['PAYMAYA SHOP', 'Bills Payment']",2
10013169,Bills Payment,Mar 2020,0,1499,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10013174,Bills Payment,Aug 2019,1,1080,1,"['Bills Payment', 'Instapay Sending']",2
10013174,Instapay Sending,Aug 2019,1,500,1,"['Bills Payment', 'Instapay Sending']",2
1001321,PAYMAYA SHOP,Jul 2020,1,999,1,['PAYMAYA SHOP'],1
10013231,PAYMAYA SHOP,Aug 2021,1,609,3,['PAYMAYA SHOP'],1
10013246,P2P - Consumer to Negosyo Sending,Jul 2018,1,2955,1,['P2P - Consumer to Negosyo Sending'],1
10013263,PAYMAYA SHOP,Feb 2021,1,140,2,['PAYMAYA SHOP'],1
1001329,Instapay Sending,May 2021,1,180,1,['Instapay Sending'],1
10013292,PAYMAYA SHOP,Oct 2017,1,20,1,['PAYMAYA SHOP'],1
10013294,PAYMAYA SHOP,Nov 2019,1,15,1,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",3
10013294,Instapay Sending,Nov 2019,1,50,1,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",3
10013294,P2P - Consumer to Negosyo Sending,Nov 2019,1,500,1,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P - Consumer to Negosyo Sending']",3
10013303,PAYMAYA SHOP,Mar 2021,1,95,3,['PAYMAYA SHOP'],1
10013307,PAYMAYA SHOP,Jan 2019,0,10,1,['PAYMAYA SHOP'],1
10013322,PAYMAYA SHOP,Sep 2017,1,298,2,"['PAYMAYA SHOP', 'Bills Payment']",2
10013322,Bills Payment,Sep 2017,1,9,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10013347,P2P - Consumer to Negosyo Sending,Jan 2018,1,1100,1,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10013347,Instapay Sending,Jan 2018,1,4800,5,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10013347,PAYMAYA SHOP,Jan 2018,1,2407,38,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10013347,Bills Payment,Jan 2018,1,1637,1,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending', 'PAYMAYA SHOP', 'Bills Payment']",4
10013368,PAYMAYA SHOP,May 2021,1,528,4,['PAYMAYA SHOP'],1
10013372,PAYMAYA SHOP,May 2017,1,260,3,"['PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",4
10013372,Instapay Sending,May 2017,1,400,1,"['PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",4
10013372,Bills Payment,May 2017,1,6000,1,"['PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",4
10013372,Online Purchase,May 2017,1,3492,2,"['PAYMAYA SHOP', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",4
10013403,PAYMAYA SHOP,Apr 2018,1,30,2,"['PAYMAYA SHOP', 'Bills Payment']",2
10013403,Bills Payment,Apr 2018,1,510,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10013407,PAYMAYA SHOP,Nov 2019,1,684,16,"['PAYMAYA SHOP', 'QR']",2
10013407,QR,Nov 2019,1,200,2,"['PAYMAYA SHOP', 'QR']",2
10013427,PAYMAYA SHOP,Apr 2020,1,2549,41,['PAYMAYA SHOP'],1
10013429,Pay with PayMaya,Apr 2018,1,100,1,['Pay with PayMaya'],1
10013430,Instapay Sending,Mar 2021,1,2000,1,['Instapay Sending'],1
10013471,Instapay Sending,May 2018,1,3200,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10013471,PAYMAYA SHOP,May 2018,1,350,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10013471,Online Purchase,May 2018,1,4888,13,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10013477,P2P Sending,Feb 2020,1,90350,10,['P2P Sending'],1
10013482,PAYMAYA SHOP,Feb 2017,0,398,2,['PAYMAYA SHOP'],1
1001351,Instapay Sending,Nov 2020,1,566,1,['Instapay Sending'],1
10013511,PAYMAYA SHOP,Apr 2021,1,5236,99,"['PAYMAYA SHOP', 'Instapay Sending']",2
10013511,Instapay Sending,Apr 2021,1,100,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10013516,Instapay Sending,Jul 2020,1,450,1,['Instapay Sending'],1
10013517,Pay with PayMaya,Mar 2021,1,999,3,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10013517,PAYMAYA SHOP,Mar 2021,1,697,5,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10013561,PAYMAYA SHOP,Mar 2019,1,0,0,['PAYMAYA SHOP'],1
10013570,Online Purchase,May 2018,1,194,1,['Online Purchase'],1
10013589,PAYMAYA SHOP,Jan 2020,1,0,0,['PAYMAYA SHOP'],1
10013600,Pay with PayMaya,Dec 2019,1,400,2,['Pay with PayMaya'],1
10013632,Bills Payment,Aug 2020,1,2637,1,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",4
10013632,PAYMAYA SHOP,Aug 2020,1,120,3,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",4
10013632,Instapay Sending,Aug 2020,1,12900,3,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",4
10013632,Pay with PayMaya,Aug 2020,1,5255,1,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",4
10013643,PAYMAYA SHOP,Dec 2019,1,2614,25,"['PAYMAYA SHOP', 'P2P Sending']",2
10013643,P2P Sending,Dec 2019,1,2380,2,"['PAYMAYA SHOP', 'P2P Sending']",2
10013657,Bills Payment,Apr 2020,1,3200.56,1,"['Bills Payment', 'Online Purchase', 'Instapay Sending']",3
10013657,Online Purchase,Apr 2020,1,1250,2,"['Bills Payment', 'Online Purchase', 'Instapay Sending']",3
10013657,Instapay Sending,Apr 2020,1,750,2,"['Bills Payment', 'Online Purchase', 'Instapay Sending']",3
10013681,Instapay Sending,Sep 2017,1,32300,3,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Bills Payment']",4
10013681,PAYMAYA SHOP,Sep 2017,1,1249,5,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Bills Payment']",4
10013681,QR,Sep 2017,1,495.1,1,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Bills Payment']",4
10013681,Bills Payment,Sep 2017,1,5686.38,4,"['Instapay Sending', 'PAYMAYA SHOP', 'QR', 'Bills Payment']",4
10013685,Pay with PayMaya,Aug 2021,1,638,1,['Pay with PayMaya'],1
10013702,P2P Sending,Jan 2020,1,400,1,['P2P Sending'],1
10013705,Online Purchase,Feb 2019,1,1714,2,"['Online Purchase', 'Instapay Sending']",2
10013705,Instapay Sending,Feb 2019,1,1500,1,"['Online Purchase', 'Instapay Sending']",2
10013707,ATM Withdrawal,Jul 2021,1,137917,39,"['ATM Withdrawal', 'POS Purchase', 'Online Purchase']",3
10013707,POS Purchase,Jul 2021,1,4333.15,2,"['ATM Withdrawal', 'POS Purchase', 'Online Purchase']",3
10013707,Online Purchase,Jul 2021,1,2611.37,2,"['ATM Withdrawal', 'POS Purchase', 'Online Purchase']",3
10013716,Instapay Sending,Mar 2018,1,170,1,['Instapay Sending'],1
10013720,PAYMAYA SHOP,Jul 2021,1,15,1,['PAYMAYA SHOP'],1
1001374,P2P Sending,Aug 2021,1,50,1,['P2P Sending'],1
1001375,Instapay Sending,Jul 2021,1,7096,20,"['Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",4
1001375,QR,Jul 2021,1,305,2,"['Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",4
1001375,PAYMAYA SHOP,Jul 2021,1,396,4,"['Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",4
1001375,P2P Sending,Jul 2021,1,1220,6,"['Instapay Sending', 'QR', 'PAYMAYA SHOP', 'P2P Sending']",4
10013752,Instapay Sending,Aug 2020,1,1200,2,"['Instapay Sending', 'PAYMAYA SHOP']",2
10013752,PAYMAYA SHOP,Aug 2020,1,15,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10013773,PAYMAYA SHOP,Mar 2020,1,230,7,['PAYMAYA SHOP'],1
10013831,PAYMAYA SHOP,Aug 2021,1,20,2,['PAYMAYA SHOP'],1
10013842,Online Purchase,May 2020,1,200,1,['Online Purchase'],1
10013861,PAYMAYA SHOP,Mar 2021,1,430,12,['PAYMAYA SHOP'],1
10013867,PAYMAYA SHOP,Oct 2020,1,230,3,"['PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",3
10013867,Instapay Sending,Oct 2020,1,30580,10,"['PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",3
10013867,Pay with PayMaya,Oct 2020,1,53400,59,"['PAYMAYA SHOP', 'Instapay Sending', 'Pay with PayMaya']",3
10013869,Bills Payment,Mar 2020,1,310,1,"['Bills Payment', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP']",3
10013869,P2P - Consumer to Negosyo Sending,Mar 2020,1,43800,9,"['Bills Payment', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP']",3
10013869,PAYMAYA SHOP,Mar 2020,1,587,13,"['Bills Payment', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP']",3
10013883,Instapay Sending,Feb 2021,1,200,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10013883,PAYMAYA SHOP,Feb 2021,1,830,17,"['Instapay Sending', 'PAYMAYA SHOP']",2
1001389,Online Purchase,Apr 2018,1,1345.19,3,"['Online Purchase', 'QR', 'P2P Sending']",3
1001389,QR,Apr 2018,1,784,4,"['Online Purchase', 'QR', 'P2P Sending']",3
1001389,P2P Sending,Apr 2018,1,2130,3,"['Online Purchase', 'QR', 'P2P Sending']",3
10013911,Pay with PayMaya,Aug 2021,0,458,1,['Pay with PayMaya'],1
10013924,Instapay Sending,Aug 2021,1,200,1,['Instapay Sending'],1
10013954,P2P Sending,Oct 2019,1,500,1,['P2P Sending'],1
10013960,Pay with PayMaya,Jan 2021,1,1058,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10013960,PAYMAYA SHOP,Jan 2021,1,457,7,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10013964,P2P Sending,Mar 2020,1,881.5,1,"['P2P Sending', 'QR', 'Bills Payment', 'Pay with PayMaya']",4
10013964,QR,Mar 2020,1,8011.98,2,"['P2P Sending', 'QR', 'Bills Payment', 'Pay with PayMaya']",4
10013964,Bills Payment,Mar 2020,1,1000,2,"['P2P Sending', 'QR', 'Bills Payment', 'Pay with PayMaya']",4
10013964,Pay with PayMaya,Mar 2020,1,1809.57,3,"['P2P Sending', 'QR', 'Bills Payment', 'Pay with PayMaya']",4
1001402,POS Purchase,Apr 2021,1,1202.75,2,"['POS Purchase', 'ATM Withdrawal', 'Instapay Sending', 'P2P Sending']",4
1001402,ATM Withdrawal,Apr 2021,1,1515,1,"['POS Purchase', 'ATM Withdrawal', 'Instapay Sending', 'P2P Sending']",4
1001402,Instapay Sending,Apr 2021,1,10000,1,"['POS Purchase', 'ATM Withdrawal', 'Instapay Sending', 'P2P Sending']",4
1001402,P2P Sending,Apr 2021,1,100,1,"['POS Purchase', 'ATM Withdrawal', 'Instapay Sending', 'P2P Sending']",4
10014040,Instapay Sending,Feb 2020,1,1000,1,['Instapay Sending'],1
10014087,Pay with PayMaya,Aug 2020,1,2005,1,"['Pay with PayMaya', 'P2P - Consumer to Negosyo Sending']",2
10014087,P2P - Consumer to Negosyo Sending,Aug 2020,1,1490,1,"['Pay with PayMaya', 'P2P - Consumer to Negosyo Sending']",2
10014118,ATM Withdrawal,Apr 2020,1,61194,17,"['ATM Withdrawal', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending']",4
10014118,Instapay Sending,Apr 2020,1,3500,2,"['ATM Withdrawal', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending']",4
10014118,PAYMAYA SHOP,Apr 2020,1,750,9,"['ATM Withdrawal', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending']",4
10014118,P2P Sending,Apr 2020,1,1530,2,"['ATM Withdrawal', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P Sending']",4
10014138,Bills Payment,Jan 2018,1,4007,3,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Online Purchase']",4
10014138,PAYMAYA SHOP,Jan 2018,1,160,4,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Online Purchase']",4
10014138,Instapay Sending,Jan 2018,1,28990,1,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Online Purchase']",4
10014138,Online Purchase,Jan 2018,1,6519.27,21,"['Bills Payment', 'PAYMAYA SHOP', 'Instapay Sending', 'Online Purchase']",4
10014161,Bills Payment,Aug 2019,1,5150.56,2,"['Bills Payment', 'P2P Sending']",2
10014161,P2P Sending,Aug 2019,1,925,3,"['Bills Payment', 'P2P Sending']",2
10014194,Bills Payment,Dec 2019,1,820,2,['Bills Payment'],1
10014234,PAYMAYA SHOP,Feb 2021,1,229,3,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10014234,Pay with PayMaya,Feb 2021,1,410,1,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10014234,Online Purchase,Feb 2021,1,149,1,"['PAYMAYA SHOP', 'Pay with PayMaya', 'Online Purchase']",3
10014250,P2P - Consumer to Negosyo Sending,Apr 2020,1,43000,8,['P2P - Consumer to Negosyo Sending'],1
10014279,PAYMAYA SHOP,Sep 2017,1,200,4,['PAYMAYA SHOP'],1
1001430,P2P - Consumer to Negosyo Sending,Mar 2020,1,500,1,"['P2P - Consumer to Negosyo Sending', 'Bills Payment']",2
1001430,Bills Payment,Mar 2020,1,2999,1,"['P2P - Consumer to Negosyo Sending', 'Bills Payment']",2
10014311,Instapay Sending,Sep 2017,1,22527.91,4,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10014311,PAYMAYA SHOP,Sep 2017,1,290,2,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10014311,Pay with PayMaya,Sep 2017,1,646,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10014332,Instapay Sending,May 2021,1,490,1,"['Instapay Sending', 'Online Purchase']",2
10014332,Online Purchase,May 2021,1,69000,2,"['Instapay Sending', 'Online Purchase']",2
10014337,P2P Sending,Oct 2018,1,1000,2,"['P2P Sending', 'P2P - Consumer to Negosyo Sending']",2
10014337,P2P - Consumer to Negosyo Sending,Oct 2018,1,92400,48,"['P2P Sending', 'P2P - Consumer to Negosyo Sending']",2
10014341,QR,Aug 2016,1,149,1,"['QR', 'PAYMAYA SHOP', 'Online Purchase', 'P2P Sending']",4
10014341,PAYMAYA SHOP,Aug 2016,1,250,3,"['QR', 'PAYMAYA SHOP', 'Online Purchase', 'P2P Sending']",4
10014341,Online Purchase,Aug 2016,1,50,1,"['QR', 'PAYMAYA SHOP', 'Online Purchase', 'P2P Sending']",4
10014341,P2P Sending,Aug 2016,1,1221,2,"['QR', 'PAYMAYA SHOP', 'Online Purchase', 'P2P Sending']",4
10014346,PAYMAYA SHOP,Jul 2017,1,109,2,"['PAYMAYA SHOP', 'Instapay Sending', 'QR', 'P2P Sending', 'ATM Withdrawal']",5
10014346,Instapay Sending,Jul 2017,1,9154,7,"['PAYMAYA SHOP', 'Instapay Sending', 'QR', 'P2P Sending', 'ATM Withdrawal']",5
10014346,QR,Jul 2017,1,182,1,"['PAYMAYA SHOP', 'Instapay Sending', 'QR', 'P2P Sending', 'ATM Withdrawal']",5
10014346,P2P Sending,Jul 2017,1,85015,12,"['PAYMAYA SHOP', 'Instapay Sending', 'QR', 'P2P Sending', 'ATM Withdrawal']",5
10014346,ATM Withdrawal,Jul 2017,1,7418,1,"['PAYMAYA SHOP', 'Instapay Sending', 'QR', 'P2P Sending', 'ATM Withdrawal']",5
10014369,Online Purchase,Nov 2017,1,229,2,"['Online Purchase', 'Instapay Sending']",2
10014369,Instapay Sending,Nov 2017,1,15050,3,"['Online Purchase', 'Instapay Sending']",2
10014397,Instapay Sending,Jan 2021,1,16800,5,"['Instapay Sending', 'POS Purchase', 'ATM Withdrawal']",3
10014397,POS Purchase,Jan 2021,1,2543.16,2,"['Instapay Sending', 'POS Purchase', 'ATM Withdrawal']",3
10014397,ATM Withdrawal,Jan 2021,1,10967,5,"['Instapay Sending', 'POS Purchase', 'ATM Withdrawal']",3
1001440,Instapay Sending,Jan 2021,1,700,1,"['Instapay Sending', 'QR']",2
1001440,QR,Jan 2021,1,6993.23,4,"['Instapay Sending', 'QR']",2
10014401,QR,Feb 2021,0,30,3,"['QR', 'Bills Payment']",2
10014401,Bills Payment,Feb 2021,0,992,1,"['QR', 'Bills Payment']",2
10014425,P2P Sending,Mar 2018,1,3600,1,['P2P Sending'],1
10014437,Instapay Sending,Jun 2020,1,14816,17,"['Instapay Sending', 'PAYMAYA SHOP']",2
10014437,PAYMAYA SHOP,Jun 2020,1,614,8,"['Instapay Sending', 'PAYMAYA SHOP']",2
10014442,PAYMAYA SHOP,Apr 2021,0,1160,25,['PAYMAYA SHOP'],1
10014516,Online Purchase,May 2019,1,194,1,['Online Purchase'],1
10014518,P2P Sending,Jul 2021,1,1000,1,['P2P Sending'],1
10014561,Instapay Sending,May 2020,1,4000,2,"['Instapay Sending', 'QR']",2
10014561,QR,May 2020,1,6209.9,4,"['Instapay Sending', 'QR']",2
10014612,PAYMAYA SHOP,Dec 2019,1,640,6,"['PAYMAYA SHOP', 'Online Purchase']",2
10014612,Online Purchase,Dec 2019,1,2314,4,"['PAYMAYA SHOP', 'Online Purchase']",2
10014642,PAYMAYA SHOP,Jun 2017,1,100,1,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending', 'QR']",4
10014642,Bills Payment,Jun 2017,1,317.88,1,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending', 'QR']",4
10014642,Instapay Sending,Jun 2017,1,2000,3,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending', 'QR']",4
10014642,QR,Jun 2017,1,1682,1,"['PAYMAYA SHOP', 'Bills Payment', 'Instapay Sending', 'QR']",4
10014691,QR,Aug 2021,1,45,2,['QR'],1
10014771,PAYMAYA SHOP,Mar 2018,1,730,10,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",6
10014771,P2P Sending,Mar 2018,1,16950,4,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",6
10014771,Bills Payment,Mar 2018,1,7700.01,2,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",6
10014771,Online Purchase,Mar 2018,1,1499,1,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",6
10014771,QR,Mar 2018,1,97.5,1,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",6
10014771,Pay with PayMaya,Mar 2018,1,98,2,"['PAYMAYA SHOP', 'P2P Sending', 'Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",6
10014821,Instapay Sending,Nov 2019,1,100,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10014821,PAYMAYA SHOP,Nov 2019,1,75,3,"['Instapay Sending', 'PAYMAYA SHOP']",2
10014824,Bills Payment,Jun 2020,1,2710.67,2,"['Bills Payment', 'Instapay Sending']",2
10014824,Instapay Sending,Jun 2020,1,79,1,"['Bills Payment', 'Instapay Sending']",2
10014880,Bills Payment,Apr 2018,1,2798.5,2,"['Bills Payment', 'PAYMAYA SHOP']",2
10014880,PAYMAYA SHOP,Apr 2018,1,210,4,"['Bills Payment', 'PAYMAYA SHOP']",2
10014920,PAYMAYA SHOP,Nov 2020,0,630,9,['PAYMAYA SHOP'],1
10014924,PAYMAYA SHOP,Jul 2021,1,1156,5,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",2
10014924,P2P - Consumer to Negosyo Sending,Jul 2021,1,21500,12,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",2
10014928,QR,May 2017,1,2693.75,6,"['QR', 'Bills Payment', 'Instapay Sending']",3
10014928,Bills Payment,May 2017,1,7503.09,1,"['QR', 'Bills Payment', 'Instapay Sending']",3
10014928,Instapay Sending,May 2017,1,2000,1,"['QR', 'Bills Payment', 'Instapay Sending']",3
10014938,Bills Payment,Jan 2018,1,2299.21,2,"['Bills Payment', 'Instapay Sending', 'Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP']",5
10014938,Instapay Sending,Jan 2018,1,1980,5,"['Bills Payment', 'Instapay Sending', 'Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP']",5
10014938,Online Purchase,Jan 2018,1,12563.1,21,"['Bills Payment', 'Instapay Sending', 'Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP']",5
10014938,Pay with PayMaya,Jan 2018,1,9937,14,"['Bills Payment', 'Instapay Sending', 'Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP']",5
10014938,PAYMAYA SHOP,Jan 2018,1,998,3,"['Bills Payment', 'Instapay Sending', 'Online Purchase', 'Pay with PayMaya', 'PAYMAYA SHOP']",5
10014956,PAYMAYA SHOP,Apr 2021,1,50,1,"['PAYMAYA SHOP', 'QR', 'Pay with PayMaya', 'P2P - Consumer to Negosyo Sending']",4
10014956,QR,Apr 2021,1,1565,2,"['PAYMAYA SHOP', 'QR', 'Pay with PayMaya', 'P2P - Consumer to Negosyo Sending']",4
10014956,Pay with PayMaya,Apr 2021,1,2806.5,1,"['PAYMAYA SHOP', 'QR', 'Pay with PayMaya', 'P2P - Consumer to Negosyo Sending']",4
10014956,P2P - Consumer to Negosyo Sending,Apr 2021,1,2000,1,"['PAYMAYA SHOP', 'QR', 'Pay with PayMaya', 'P2P - Consumer to Negosyo Sending']",4
10014970,Bills Payment,Aug 2020,0,4007,1,['Bills Payment'],1
10014983,Instapay Sending,Dec 2017,1,19268,2,['Instapay Sending'],1
10015067,Online Purchase,Jun 2019,1,149,1,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",4
10015067,Instapay Sending,Jun 2019,1,550,2,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",4
10015067,PAYMAYA SHOP,Jun 2019,1,1966,33,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",4
10015067,P2P - Consumer to Negosyo Sending,Jun 2019,1,3600,1,"['Online Purchase', 'Instapay Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",4
10015079,Instapay Sending,Dec 2018,1,300,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10015079,PAYMAYA SHOP,Dec 2018,1,40,4,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10015079,Online Purchase,Dec 2018,1,249,1,"['Instapay Sending', 'PAYMAYA SHOP', 'Online Purchase']",3
10015092,P2P Sending,Dec 2019,1,300,1,"['P2P Sending', 'QR', 'POS Purchase', 'PAYMAYA SHOP', 'Bills Payment', 'Online Purchase']",6
10015092,QR,Dec 2019,1,1983.89,2,"['P2P Sending', 'QR', 'POS Purchase', 'PAYMAYA SHOP', 'Bills Payment', 'Online Purchase']",6
10015092,POS Purchase,Dec 2019,1,2802.27,6,"['P2P Sending', 'QR', 'POS Purchase', 'PAYMAYA SHOP', 'Bills Payment', 'Online Purchase']",6
10015092,PAYMAYA SHOP,Dec 2019,1,1098,11,"['P2P Sending', 'QR', 'POS Purchase', 'PAYMAYA SHOP', 'Bills Payment', 'Online Purchase']",6
10015092,Bills Payment,Dec 2019,1,7841.68,6,"['P2P Sending', 'QR', 'POS Purchase', 'PAYMAYA SHOP', 'Bills Payment', 'Online Purchase']",6
10015092,Online Purchase,Dec 2019,1,194,1,"['P2P Sending', 'QR', 'POS Purchase', 'PAYMAYA SHOP', 'Bills Payment', 'Online Purchase']",6
1001511,P2P - Consumer to Negosyo Sending,Aug 2020,1,1500,1,['P2P - Consumer to Negosyo Sending'],1
10015123,Online Purchase,Feb 2018,1,2119,6,"['Online Purchase', 'Instapay Sending']",2
10015123,Instapay Sending,Feb 2018,1,600,1,"['Online Purchase', 'Instapay Sending']",2
10015126,QR,Jun 2020,1,172,1,"['QR', 'PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",6
10015126,PAYMAYA SHOP,Jun 2020,1,219,3,"['QR', 'PAYMAYA SHOP', 'P2P Sending', 'Instapay Sending', 'Bills Payment', 'Online Purchase']",6
