customer_number,use_case_x,registration_month,kyc_status,spend_volume,spend_transaction_count,use_case_y,num_use_case
10010611,PAYMAYA SHOP,Aug 2020,1,688,10,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending', 'P2P - Consumer to Negosyo Sending']",5
10010611,P2P Sending,Aug 2020,1,47890,17,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending', 'P2P - Consumer to Negosyo Sending']",5
10010611,P2P - Consumer to Negosyo Sending,Aug 2020,1,25710,13,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP', 'P2P Sending', 'P2P - Consumer to Negosyo Sending']",5
10010631,Online Purchase,Feb 2020,1,65,1,['Online Purchase'],1
10010632,Pay with PayMaya,Nov 2020,0,6699,2,['Pay with PayMaya'],1
10010636,Pay with PayMaya,Nov 2018,1,769,1,"['Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",4
10010636,P2P Sending,Nov 2018,1,2600,1,"['Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",4
10010636,Instapay Sending,Nov 2018,1,524.79,1,"['Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",4
10010636,Bills Payment,Nov 2018,1,17145.42,3,"['Pay with PayMaya', 'P2P Sending', 'Instapay Sending', 'Bills Payment']",4
10010669,Instapay Sending,Aug 2017,1,1861,3,['Instapay Sending'],1
1001067,P2P Sending,May 2020,1,1499,1,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
1001067,Instapay Sending,May 2020,1,20700,4,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
1001067,PAYMAYA SHOP,May 2020,1,20,1,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10010673,PAYMAYA SHOP,Sep 2019,1,720,4,"['PAYMAYA SHOP', 'Online Purchase', 'QR', 'P2P Sending', 'Bills Payment', 'POS Purchase']",6
10010673,Online Purchase,Sep 2019,1,98,2,"['PAYMAYA SHOP', 'Online Purchase', 'QR', 'P2P Sending', 'Bills Payment', 'POS Purchase']",6
10010673,QR,Sep 2019,1,5850,2,"['PAYMAYA SHOP', 'Online Purchase', 'QR', 'P2P Sending', 'Bills Payment', 'POS Purchase']",6
10010673,P2P Sending,Sep 2019,1,707,6,"['PAYMAYA SHOP', 'Online Purchase', 'QR', 'P2P Sending', 'Bills Payment', 'POS Purchase']",6
10010673,Bills Payment,Sep 2019,1,3596,2,"['PAYMAYA SHOP', 'Online Purchase', 'QR', 'P2P Sending', 'Bills Payment', 'POS Purchase']",6
10010673,POS Purchase,Sep 2019,1,965.11,1,"['PAYMAYA SHOP', 'Online Purchase', 'QR', 'P2P Sending', 'Bills Payment', 'POS Purchase']",6
1001068,Pay with PayMaya,Jan 2020,0,100,1,['Pay with PayMaya'],1
1001071,PAYMAYA SHOP,Jan 2020,1,20,1,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
1001071,P2P - Consumer to Negosyo Sending,Jan 2020,1,1600,1,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
1001071,Instapay Sending,Jan 2020,1,220,1,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
10010739,PAYMAYA SHOP,Jun 2019,1,13421,129,"['PAYMAYA SHOP', 'Instapay Sending', 'Online Purchase', 'QR']",4
10010739,Instapay Sending,Jun 2019,1,600,2,"['PAYMAYA SHOP', 'Instapay Sending', 'Online Purchase', 'QR']",4
10010739,Online Purchase,Jun 2019,1,149,1,"['PAYMAYA SHOP', 'Instapay Sending', 'Online Purchase', 'QR']",4
10010739,QR,Jun 2019,1,3867.85,2,"['PAYMAYA SHOP', 'Instapay Sending', 'Online Purchase', 'QR']",4
10010765,Instapay Sending,Apr 2021,1,300,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10010765,PAYMAYA SHOP,Apr 2021,1,1741,13,"['Instapay Sending', 'PAYMAYA SHOP']",2
1001077,Online Purchase,May 2019,1,6301.82,7,['Online Purchase'],1
10010771,Pay with PayMaya,Nov 2019,1,205,1,['Pay with PayMaya'],1
10010805,Instapay Sending,Aug 2020,1,2731.45,1,"['Instapay Sending', 'Bills Payment', 'QR', 'Online Purchase', 'P2P Sending']",5
10010805,Bills Payment,Aug 2020,1,16199.85,1,"['Instapay Sending', 'Bills Payment', 'QR', 'Online Purchase', 'P2P Sending']",5
10010805,QR,Aug 2020,1,424.75,1,"['Instapay Sending', 'Bills Payment', 'QR', 'Online Purchase', 'P2P Sending']",5
10010805,Online Purchase,Aug 2020,1,77774.29,18,"['Instapay Sending', 'Bills Payment', 'QR', 'Online Purchase', 'P2P Sending']",5
10010805,P2P Sending,Aug 2020,1,1500,1,"['Instapay Sending', 'Bills Payment', 'QR', 'Online Purchase', 'P2P Sending']",5
10010877,Bills Payment,Oct 2020,1,1747,1,"['Bills Payment', 'PAYMAYA SHOP']",2
10010877,PAYMAYA SHOP,Oct 2020,1,50,1,"['Bills Payment', 'PAYMAYA SHOP']",2
10010881,Instapay Sending,Mar 2019,1,300,1,"['Instapay Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
10010881,Online Purchase,Mar 2019,1,2119,3,"['Instapay Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
10010881,PAYMAYA SHOP,Mar 2019,1,1105,9,"['Instapay Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
1001089,Online Purchase,Oct 2019,1,169,1,['Online Purchase'],1
10010959,PAYMAYA SHOP,Jan 2020,0,780,11,['PAYMAYA SHOP'],1
10010961,Online Purchase,Apr 2018,1,6070.83,9,"['Online Purchase', 'Pay with PayMaya']",2
10010961,Pay with PayMaya,Apr 2018,1,5106.97,4,"['Online Purchase', 'Pay with PayMaya']",2
10010966,PAYMAYA SHOP,Aug 2021,1,20,1,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",2
10010966,P2P - Consumer to Negosyo Sending,Aug 2021,1,1000,1,"['PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",2
10010984,PAYMAYA SHOP,Jul 2019,0,360,2,['PAYMAYA SHOP'],1
10010990,PAYMAYA SHOP,Jul 2019,1,40,3,"['PAYMAYA SHOP', 'Bills Payment']",2
10010990,Bills Payment,Jul 2019,1,1799,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10011028,PAYMAYA SHOP,Dec 2018,1,423,10,['PAYMAYA SHOP'],1
10011038,PAYMAYA SHOP,Aug 2021,0,100,2,['PAYMAYA SHOP'],1
10011055,Pay with PayMaya,Jun 2019,1,348,2,"['Pay with PayMaya', 'Bills Payment']",2
10011055,Bills Payment,Jun 2019,1,3716.98,1,"['Pay with PayMaya', 'Bills Payment']",2
10011062,Instapay Sending,Apr 2019,1,4050,5,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment']",4
10011062,PAYMAYA SHOP,Apr 2019,1,140,7,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment']",4
10011062,Pay with PayMaya,Apr 2019,1,1155,2,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment']",4
10011062,Bills Payment,Apr 2019,1,5097,3,"['Instapay Sending', 'PAYMAYA SHOP', 'Pay with PayMaya', 'Bills Payment']",4
10011070,Instapay Sending,May 2017,1,2480,4,"['Instapay Sending', 'QR', 'P2P - Consumer to Negosyo Sending']",3
10011070,QR,May 2017,1,2400,1,"['Instapay Sending', 'QR', 'P2P - Consumer to Negosyo Sending']",3
10011070,P2P - Consumer to Negosyo Sending,May 2017,1,4300,4,"['Instapay Sending', 'QR', 'P2P - Consumer to Negosyo Sending']",3
10011079,Bills Payment,Aug 2019,0,2100,1,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10011079,PAYMAYA SHOP,Aug 2019,0,4778,91,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10011079,Pay with PayMaya,Aug 2019,0,300,1,"['Bills Payment', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10011107,PAYMAYA SHOP,Mar 2020,1,1290,16,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10011107,Pay with PayMaya,Mar 2020,1,593,3,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10011109,P2P Sending,Jul 2019,1,200,1,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10011109,Instapay Sending,Jul 2019,1,2600,2,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10011109,PAYMAYA SHOP,Jul 2019,1,380,12,"['P2P Sending', 'Instapay Sending', 'PAYMAYA SHOP']",3
10011127,P2P Sending,Jul 2020,1,1470,3,"['P2P Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
10011127,PAYMAYA SHOP,Jul 2020,1,860,33,"['P2P Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
10011127,Instapay Sending,Jul 2020,1,4285,10,"['P2P Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
10011164,PAYMAYA SHOP,Aug 2020,1,459,4,['PAYMAYA SHOP'],1
1001126,Bills Payment,Mar 2018,1,1160.94,1,"['Bills Payment', 'Instapay Sending']",2
1001126,Instapay Sending,Mar 2018,1,200,1,"['Bills Payment', 'Instapay Sending']",2
10011268,Instapay Sending,Jul 2021,1,4400,1,"['Instapay Sending', 'PAYMAYA SHOP']",2
10011268,PAYMAYA SHOP,Jul 2021,1,60,2,"['Instapay Sending', 'PAYMAYA SHOP']",2
1001130,PAYMAYA SHOP,Jun 2020,1,350,7,['PAYMAYA SHOP'],1
10011342,Pay with PayMaya,Jan 2018,0,505,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10011342,PAYMAYA SHOP,Jan 2018,0,100,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10011364,Bills Payment,Aug 2017,1,5738.28,3,"['Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal']",3
10011364,PAYMAYA SHOP,Aug 2017,1,1237,22,"['Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal']",3
10011364,ATM Withdrawal,Aug 2017,1,10036,2,"['Bills Payment', 'PAYMAYA SHOP', 'ATM Withdrawal']",3
10011368,QR,Aug 2021,1,98,1,"['QR', 'P2P Sending']",2
10011368,P2P Sending,Aug 2021,1,40005,9,"['QR', 'P2P Sending']",2
10011371,Instapay Sending,Jan 2018,1,900,1,"['Instapay Sending', 'P2P Sending']",2
10011371,P2P Sending,Jan 2018,1,9000,1,"['Instapay Sending', 'P2P Sending']",2
10011387,PAYMAYA SHOP,Dec 2020,1,629,12,['PAYMAYA SHOP'],1
10011407,P2P Sending,Aug 2016,1,2000,1,['P2P Sending'],1
10011428,QR,Feb 2021,1,100,2,"['QR', 'Pay with PayMaya']",2
10011428,Pay with PayMaya,Feb 2021,1,50,1,"['QR', 'Pay with PayMaya']",2
10011432,PAYMAYA SHOP,May 2020,1,1000,1,['PAYMAYA SHOP'],1
10011449,PAYMAYA SHOP,Jun 2021,0,370,5,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10011449,Pay with PayMaya,Jun 2021,0,760,9,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10011457,Pay with PayMaya,Jul 2020,1,7040,2,['Pay with PayMaya'],1
10011459,Bills Payment,Aug 2021,1,2145,1,"['Bills Payment', 'Online Purchase']",2
10011459,Online Purchase,Aug 2021,1,257.26,1,"['Bills Payment', 'Online Purchase']",2
10011463,Bills Payment,Jul 2021,0,1636,1,['Bills Payment'],1
10011473,P2P Sending,Mar 2021,1,95000,10,['P2P Sending'],1
10011477,Instapay Sending,Sep 2020,1,180,2,['Instapay Sending'],1
10011500,Bills Payment,Oct 2015,1,18455.65,6,"['Bills Payment', 'PAYMAYA SHOP']",2
10011500,PAYMAYA SHOP,Oct 2015,1,180,4,"['Bills Payment', 'PAYMAYA SHOP']",2
10011501,Instapay Sending,Apr 2021,1,1250,2,"['Instapay Sending', 'PAYMAYA SHOP']",2
10011501,PAYMAYA SHOP,Apr 2021,1,791,8,"['Instapay Sending', 'PAYMAYA SHOP']",2
10011504,PAYMAYA SHOP,Jan 2018,1,50,1,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10011504,Pay with PayMaya,Jan 2018,1,599,1,"['PAYMAYA SHOP', 'Pay with PayMaya']",2
10011505,P2P Sending,Jan 2018,1,357,1,['P2P Sending'],1
10011507,PAYMAYA SHOP,Nov 2019,1,0,0,['PAYMAYA SHOP'],1
10011509,PAYMAYA SHOP,Sep 2018,1,170,3,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P Sending']",3
10011509,Instapay Sending,Sep 2018,1,79000,3,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P Sending']",3
10011509,P2P Sending,Sep 2018,1,600,1,"['PAYMAYA SHOP', 'Instapay Sending', 'P2P Sending']",3
10011516,PAYMAYA SHOP,Jul 2021,1,50,1,['PAYMAYA SHOP'],1
10011537,P2P Sending,Sep 2020,1,5000,1,"['P2P Sending', 'PAYMAYA SHOP']",2
10011537,PAYMAYA SHOP,Sep 2020,1,15,1,"['P2P Sending', 'PAYMAYA SHOP']",2
10011541,Instapay Sending,Feb 2020,1,2400,4,"['Instapay Sending', 'Online Purchase']",2
10011541,Online Purchase,Feb 2020,1,194,1,"['Instapay Sending', 'Online Purchase']",2
10011557,Pay with PayMaya,Aug 2020,0,500,2,['Pay with PayMaya'],1
10011560,P2P Sending,Jun 2020,1,200,1,"['P2P Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10011560,PAYMAYA SHOP,Jun 2020,1,350,2,"['P2P Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10011560,Bills Payment,Jun 2020,1,1699,1,"['P2P Sending', 'PAYMAYA SHOP', 'Bills Payment']",3
10011564,Online Purchase,Jul 2017,1,0,0,['Online Purchase'],1
10011569,Instapay Sending,Dec 2019,1,0,0,['Instapay Sending'],1
1001160,Bills Payment,May 2021,0,510,1,"['Bills Payment', 'PAYMAYA SHOP']",2
1001160,PAYMAYA SHOP,May 2021,0,420,4,"['Bills Payment', 'PAYMAYA SHOP']",2
10011611,PAYMAYA SHOP,Oct 2020,1,13556,74,"['PAYMAYA SHOP', 'Instapay Sending']",2
10011611,Instapay Sending,Oct 2020,1,47950,5,"['PAYMAYA SHOP', 'Instapay Sending']",2
10011623,PAYMAYA SHOP,Nov 2017,0,100,1,['PAYMAYA SHOP'],1
10011628,P2P - Consumer to Negosyo Sending,Apr 2020,1,36950,28,"['P2P - Consumer to Negosyo Sending', 'P2P Sending', 'Pay with PayMaya', 'PAYMAYA SHOP']",4
10011628,P2P Sending,Apr 2020,1,4365,4,"['P2P - Consumer to Negosyo Sending', 'P2P Sending', 'Pay with PayMaya', 'PAYMAYA SHOP']",4
10011628,Pay with PayMaya,Apr 2020,1,49,1,"['P2P - Consumer to Negosyo Sending', 'P2P Sending', 'Pay with PayMaya', 'PAYMAYA SHOP']",4
10011628,PAYMAYA SHOP,Apr 2020,1,3168,44,"['P2P - Consumer to Negosyo Sending', 'P2P Sending', 'Pay with PayMaya', 'PAYMAYA SHOP']",4
10011676,Instapay Sending,Nov 2019,1,6000,1,"['Instapay Sending', 'Online Purchase']",2
10011676,Online Purchase,Nov 2019,1,8990,3,"['Instapay Sending', 'Online Purchase']",2
100117,Online Purchase,Mar 2020,1,50,1,"['Online Purchase', 'Bills Payment']",2
100117,Bills Payment,Mar 2020,1,691.75,1,"['Online Purchase', 'Bills Payment']",2
10011706,Online Purchase,Jan 2019,1,30,2,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10011706,PAYMAYA SHOP,Jan 2019,1,50,1,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10011706,Pay with PayMaya,Jan 2019,1,29,1,"['Online Purchase', 'PAYMAYA SHOP', 'Pay with PayMaya']",3
10011717,QR,Jul 2019,1,0,0,"['QR', 'P2P Sending', 'Instapay Sending']",3
10011717,P2P Sending,Jul 2019,1,10250,2,"['QR', 'P2P Sending', 'Instapay Sending']",3
10011717,Instapay Sending,Jul 2019,1,300,1,"['QR', 'P2P Sending', 'Instapay Sending']",3
10011718,Instapay Sending,Dec 2020,1,4483,2,['Instapay Sending'],1
10011728,PAYMAYA SHOP,Oct 2019,1,100,5,"['PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending']",3
10011728,Online Purchase,Oct 2019,1,573.5,3,"['PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending']",3
10011728,Instapay Sending,Oct 2019,1,600,1,"['PAYMAYA SHOP', 'Online Purchase', 'Instapay Sending']",3
10011755,P2P Sending,Aug 2019,1,50500,11,['P2P Sending'],1
10011762,PAYMAYA SHOP,May 2020,1,20,1,['PAYMAYA SHOP'],1
10011779,PAYMAYA SHOP,Mar 2021,1,5175,86,"['PAYMAYA SHOP', 'P2P Sending', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",4
10011779,P2P Sending,Mar 2021,1,1000,1,"['PAYMAYA SHOP', 'P2P Sending', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",4
10011779,P2P - Consumer to Negosyo Sending,Mar 2021,1,66395,22,"['PAYMAYA SHOP', 'P2P Sending', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",4
10011779,Instapay Sending,Mar 2021,1,23000,3,"['PAYMAYA SHOP', 'P2P Sending', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",4
10011800,PAYMAYA SHOP,Aug 2020,1,285,1,['PAYMAYA SHOP'],1
10011831,PAYMAYA SHOP,Nov 2020,1,3460,25,['PAYMAYA SHOP'],1
10011834,Online Purchase,May 2021,1,8970,3,"['Online Purchase', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
10011834,P2P - Consumer to Negosyo Sending,May 2021,1,33050,4,"['Online Purchase', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
10011834,Instapay Sending,May 2021,1,51804,8,"['Online Purchase', 'P2P - Consumer to Negosyo Sending', 'Instapay Sending']",3
10011859,PAYMAYA SHOP,Jan 2021,1,1886,33,['PAYMAYA SHOP'],1
10011913,PAYMAYA SHOP,Jan 2017,1,130,8,"['PAYMAYA SHOP', 'ATM Withdrawal', 'Bills Payment', 'Instapay Sending']",4
10011913,ATM Withdrawal,Jan 2017,1,10033,2,"['PAYMAYA SHOP', 'ATM Withdrawal', 'Bills Payment', 'Instapay Sending']",4
10011913,Bills Payment,Jan 2017,1,6198.76,4,"['PAYMAYA SHOP', 'ATM Withdrawal', 'Bills Payment', 'Instapay Sending']",4
10011913,Instapay Sending,Jan 2017,1,200,1,"['PAYMAYA SHOP', 'ATM Withdrawal', 'Bills Payment', 'Instapay Sending']",4
10011921,Bills Payment,Jun 2017,1,2194,2,['Bills Payment'],1
10011924,PAYMAYA SHOP,Nov 2019,1,190,8,['PAYMAYA SHOP'],1
10011941,Bills Payment,Sep 2019,0,5848.52,5,['Bills Payment'],1
1001195,P2P Sending,Mar 2021,1,90000,9,['P2P Sending'],1
10011965,POS Purchase,Dec 2020,1,2260,2,"['POS Purchase', 'Instapay Sending']",2
10011965,Instapay Sending,Dec 2020,1,10950.17,8,"['POS Purchase', 'Instapay Sending']",2
10011971,P2P Sending,Aug 2020,1,335,2,"['P2P Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
10011971,Online Purchase,Aug 2020,1,149,1,"['P2P Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
10011971,PAYMAYA SHOP,Aug 2020,1,200,1,"['P2P Sending', 'Online Purchase', 'PAYMAYA SHOP']",3
10011998,Bills Payment,Aug 2020,1,3394,2,"['Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP']",3
10011998,Instapay Sending,Aug 2020,1,4800,3,"['Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP']",3
10011998,PAYMAYA SHOP,Aug 2020,1,30,2,"['Bills Payment', 'Instapay Sending', 'PAYMAYA SHOP']",3
1001200,PAYMAYA SHOP,May 2019,1,20,2,"['PAYMAYA SHOP', 'Online Purchase']",2
1001200,Online Purchase,May 2019,1,873.85,51,"['PAYMAYA SHOP', 'Online Purchase']",2
10012004,Bills Payment,Nov 2018,1,3920,5,"['Bills Payment', 'Instapay Sending', 'P2P Sending']",3
10012004,Instapay Sending,Nov 2018,1,15700,7,"['Bills Payment', 'Instapay Sending', 'P2P Sending']",3
10012004,P2P Sending,Nov 2018,1,930,1,"['Bills Payment', 'Instapay Sending', 'P2P Sending']",3
10012009,Instapay Sending,Jul 2019,1,5600,3,['Instapay Sending'],1
10012025,Bills Payment,Oct 2020,1,6774.05,3,"['Bills Payment', 'PAYMAYA SHOP']",2
10012025,PAYMAYA SHOP,Oct 2020,1,527,4,"['Bills Payment', 'PAYMAYA SHOP']",2
10012064,Pay with PayMaya,Mar 2021,1,50,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10012064,PAYMAYA SHOP,Mar 2021,1,100,1,"['Pay with PayMaya', 'PAYMAYA SHOP']",2
10012106,Bills Payment,Dec 2018,1,269,1,['Bills Payment'],1
10012107,Instapay Sending,Jun 2021,1,2000,4,"['Instapay Sending', 'Bills Payment', 'Pay with PayMaya', 'P2P Sending', 'PAYMAYA SHOP']",5
10012107,Bills Payment,Jun 2021,1,2179,2,"['Instapay Sending', 'Bills Payment', 'Pay with PayMaya', 'P2P Sending', 'PAYMAYA SHOP']",5
10012107,Pay with PayMaya,Jun 2021,1,49,1,"['Instapay Sending', 'Bills Payment', 'Pay with PayMaya', 'P2P Sending', 'PAYMAYA SHOP']",5
10012107,P2P Sending,Jun 2021,1,400,1,"['Instapay Sending', 'Bills Payment', 'Pay with PayMaya', 'P2P Sending', 'PAYMAYA SHOP']",5
10012107,PAYMAYA SHOP,Jun 2021,1,970,10,"['Instapay Sending', 'Bills Payment', 'Pay with PayMaya', 'P2P Sending', 'PAYMAYA SHOP']",5
1001211,PAYMAYA SHOP,Feb 2018,1,850.5,12,['PAYMAYA SHOP'],1
10012168,P2P - Consumer to Negosyo Sending,May 2020,1,1000,1,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending']",2
10012168,Instapay Sending,May 2020,1,600,1,"['P2P - Consumer to Negosyo Sending', 'Instapay Sending']",2
10012184,Instapay Sending,Apr 2020,1,10000,1,['Instapay Sending'],1
10012212,Bills Payment,Oct 2019,1,1012,1,"['Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",4
10012212,Online Purchase,Oct 2019,1,2873.91,3,"['Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",4
10012212,QR,Oct 2019,1,940,2,"['Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",4
10012212,Pay with PayMaya,Oct 2019,1,508,2,"['Bills Payment', 'Online Purchase', 'QR', 'Pay with PayMaya']",4
10012232,P2P Sending,Jul 2021,1,1863,2,"['P2P Sending', 'Bills Payment']",2
10012232,Bills Payment,Jul 2021,1,837,1,"['P2P Sending', 'Bills Payment']",2
10012252,PAYMAYA SHOP,Feb 2021,0,115,4,['PAYMAYA SHOP'],1
10012280,PAYMAYA SHOP,Jun 2020,1,200,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10012280,Bills Payment,Jun 2020,1,1700,1,"['PAYMAYA SHOP', 'Bills Payment']",2
10012289,POS Purchase,May 2021,0,331,18,['POS Purchase'],1
10012293,Bills Payment,Sep 2020,1,1079,1,"['Bills Payment', 'Instapay Sending']",2
10012293,Instapay Sending,Sep 2020,1,3412.6,1,"['Bills Payment', 'Instapay Sending']",2
10012307,Instapay Sending,Sep 2019,1,27200,3,"['Instapay Sending', 'PAYMAYA SHOP']",2
10012307,PAYMAYA SHOP,Sep 2019,1,384,10,"['Instapay Sending', 'PAYMAYA SHOP']",2
10012320,P2P Sending,Jul 2019,1,725,3,"['P2P Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
10012320,PAYMAYA SHOP,Jul 2019,1,105,7,"['P2P Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
10012320,Instapay Sending,Jul 2019,1,500,1,"['P2P Sending', 'PAYMAYA SHOP', 'Instapay Sending']",3
10012350,PAYMAYA SHOP,May 2020,1,20,1,['PAYMAYA SHOP'],1
10012476,Bills Payment,Feb 2021,1,2049.97,1,['Bills Payment'],1
10012560,PAYMAYA SHOP,Jul 2021,1,2159,32,['PAYMAYA SHOP'],1
10012568,P2P Sending,Feb 2020,1,1000,2,"['P2P Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",3
10012568,PAYMAYA SHOP,Feb 2020,1,2768,35,"['P2P Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",3
10012568,P2P - Consumer to Negosyo Sending,Feb 2020,1,4000,5,"['P2P Sending', 'PAYMAYA SHOP', 'P2P - Consumer to Negosyo Sending']",3
10012569,Pay with PayMaya,Aug 2021,0,458,1,['Pay with PayMaya'],1
10012592,Bills Payment,Jan 2020,1,2499,1,['Bills Payment'],1
10012610,ATM Withdrawal,Sep 2020,1,5018,1,['ATM Withdrawal'],1
10012640,PAYMAYA SHOP,Jul 2020,1,200,2,"['PAYMAYA SHOP', 'Online Purchase']",2
10012640,Online Purchase,Jul 2020,1,549,1,"['PAYMAYA SHOP', 'Online Purchase']",2
10012703,Pay with PayMaya,Jul 2020,1,100,1,['Pay with PayMaya'],1
10012727,Bills Payment,Dec 2017,1,19608.73,4,['Bills Payment'],1
10012758,PAYMAYA SHOP,Apr 2020,1,50,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
10012758,Instapay Sending,Apr 2020,1,150,1,"['PAYMAYA SHOP', 'Instapay Sending']",2
1001281,Pay with PayMaya,May 2020,0,98,2,['Pay with PayMaya'],1
10012811,PAYMAYA SHOP,Nov 2018,0,999,1,['PAYMAYA SHOP'],1
10012816,Instapay Sending,Mar 2018,1,1000,1,['Instapay Sending'],1
10012824,Online Purchase,May 2018,1,49,1,['Online Purchase'],1
10012835,PAYMAYA SHOP,May 2021,0,500,3,"['PAYMAYA SHOP', 'Online Purchase']",2
10012835,Online Purchase,May 2021,0,1248.23,1,"['PAYMAYA SHOP', 'Online Purchase']",2
10012866,P2P Sending,Apr 2021,1,8100,3,"['P2P Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'Instapay Sending']",4
10012866,P2P - Consumer to Negosyo Sending,Apr 2021,1,28564,6,"['P2P Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'Instapay Sending']",4
10012866,PAYMAYA SHOP,Apr 2021,1,100,2,"['P2P Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'Instapay Sending']",4
10012866,Instapay Sending,Apr 2021,1,1700,4,"['P2P Sending', 'P2P - Consumer to Negosyo Sending', 'PAYMAYA SHOP', 'Instapay Sending']",4
10012882,Instapay Sending,Oct 2020,1,1000,1,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10012882,Bills Payment,Oct 2020,1,8101.86,6,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10012882,PAYMAYA SHOP,Oct 2020,1,1459,18,"['Instapay Sending', 'Bills Payment', 'PAYMAYA SHOP']",3
10012929,Online Purchase,Aug 2019,1,47152,4,"['Online Purchase', 'Pay with PayMaya']",2
10012929,Pay with PayMaya,Aug 2019,1,7360,1,"['Online Purchase', 'Pay with PayMaya']",2
10012933,PAYMAYA SHOP,Jun 2020,1,289,8,"['PAYMAYA SHOP', 'Bills Payment']",2
